PID,TITLE,AUTHORS
J943011,Commentary on Bird and Klein,#JOHN_COLEMAN
J943012,Commentary on Bird and Klein,#RICHARD_SPROAT
J943013,Book Reviews_ English Verb Classes and Alternations_ A Preliminary Investigation,#HAROLD_SOMERS_
J943014,Book Reviews_ Statistically_Driven Computer Grammars of English_ The IBM_Lancaster Approach ,#DEKAI_WU_
J943015,Book Reviews_ Intelligent Multimedia Interfaces,#KENT_WITTENBURG_
J944001,A Syntactic Analysis Method of Long Japanese Sentences Based on the Detection of Conjunctive Structures ,#SADAO_KUROHASHI#MAKOTO_NAGAO
J944002,An Algorithm for Pronominal Anaphora Resolution,#SHALOM_LAPPIN#HERBERT_J_LEASS
J944003,Word Sense Disambiguation Using a Second Language Monolingual Corpus,#IDO_DAGAN#ALON_ITAI
J944004,Machine Translation Divergences_ A Formal Description and Proposed Solution,#BONNIE_J_DORR
J944005,Training and Scaling Preference Functions for Disambiguation,#HIYAN_ALSHAWI#DAVID_CARTER
J944006,Squibs and Discussions_ Storing Logical Form in a Shared_Packed Forest,#MARY_P_HARPER
J944007,_Book Reviews_ Inheritance_ Defaults_ and the Lexicon_,#WALTER_DAELEMANS_
J944008,Book Reviews_ Grammaires d_unification a traits et conto1e des infinitives en francais,#DOMINIQUE_ESTIVAL
J944009,Machine Translation_ A View from the Lexicon ,#DANIEL_RADZINSKI_
J951001,Principled Disambiguation_ Discriminating Adjective Senses with Modified Nouns,#JOHN_S_JUSTESON#SLAVA_M_KATZ
J951002,Expressing Rhetorical Relations in Instructional Text_ A Case Study of the Purpose Relation,#KEITH_VANDER_LINDEN#JAMES_H_MARTIN
J951003,Automatic Referent Resolution of Deictic and Anaphoric Expressions,#CARLA_HULS#WIM_CLAASSEN#EDWIN_BOS
J951004,An Automatic Procedure for Topic_Focus Identification,#EVA_HAJICOVA#PETR_SGALL#HANA_SKOUMALOVA
J951005,Squibs and Discussions_ Dependency Unification Grammar for PROLOG,#FRIEDRICH_STEIMANNO_#CHRISTOPH_BRZOSKA
J951006,Book Reviews_ Statistical Language Learning,#DAVID_M_MAGERMAN
J951007,Book Reviews_ The Functional Treatment of Parsing ,#YVES_SCHABES_
J951008,_Book Reviews_ The Electronic Word_ Democracy_ Technology_ and the Arts _,#GEORGE_P_LANDOW_
J951009,Book Reviews_ Challenges in Natural Language Processing ,#EDUARD_HOVY_
J951010,Book Reviews_ The Language Complexity Game ,#ALEXIS_MANASTER_RAMER_
J952001,Automatic Stochastic Tagging of Natural Language Texts,#EVANGELOS_DERMATASO#GEORGE_KOKKINAKIS
J952002,An Efficient Probabilistic Context_Free Parsing Algorithm that Computes Prefix Probabilities,#ANDREAS_STOLCKE
J952003,Centering_ A Framework for Modeling the Local Coherence of Discourse,#BARBARA_J_GROSZ#SCOTT_WEINSTEIN#ARAVIND_K_JOSHI
J952004,Deterministic Part_of_Speech Tagging with Finite_State Transducers,#EMMANUEL_ROCHEO#YVES_SCHABES
J952005,Squibs and Discussions_ Efficient Parsing for Korean and English_ A Parameterized Message_Passing Approach,#BONNIE_J_DORR#JYEHOON_LEE#DEKANG_LIN#SUNGKI_SUH
J952006,_Book Reviews_ From Discourse to Logic_ Introduction to Modeltheoretic Semantics of Natural Language_ Formal Logic and Discourse Representation Theory_,#VAROL_AKMAN
J952007,Book Reviews_ Reversible Grammar in Natural Language Processing,#S_G_PULMAN_
J952010,Letter to the Editor ,#MEGUMI_KAMEYAMA_
J953001,An Architecture for Voice Dialog Systems Based on Prolog_Style Theorem Proving,#RONNIE_W_SMITH#ALAN_W_BIERMANN#D_RICHARD_HIPP
J953002,_Robust Learning_ Smoothing_ and Parameter Tying on Syntactic Ambiguity Resolution _,#TUNGHUI_CHIANG#KEHYIH_SU#YICHUNG_LIN
J953003,Collaborating on Referring Expressions ,#PETER_A_HEEMAN#GRAEME_HIRST
J953004,Learning Morpho_Lexical Probabilities from an Untagged Corpus with an Application to Hebrew ,#MOSHE_LEVINGER#ALON_ITAI#UZZI_ORNAN
J953005,Squibs and Discussions_ Memoization in Top_Down Parsing,#MARK_JOHNSON
J953006,Book Reviews_ Natural Language Processing_ A Paninian Perspective,#BRENDAN_S_GILLON_
J953007,Book Reviews_ Participating in Explanatory Dialogues_ Interpreting and Responding to Questions in Context ,#ALISON_CAWSEY_
J953008,Book Reviews_ Semantique pour l_analyse de la linguistique a linformatique,#ALICE_DAVISON_
J954001,The Repair of Speech Act Misunderstandings by Abductive Inference,#SUSAN_W_MCROY#GRAEME_HIRST
J954002,_Tree Insertion Grammar_ A Cubic_Time_ Parsable Formalism that Lexicalizes Context_Free Grammar without Changing the Trees Produced_,#YVES_SCHABES#RICHARD_C_WATERS
J954003,Modularity and Information Content Classes in Principle_based Parsing,#PAOLA_MERLO
J954004,Transformation_Based_Error_Driven Learning and Natural Language Processing_ A Case Study in Part_of_Speech Tagging,#ERIC_BRILL
J954005,Developing a Nonsymbolic Phonetic Notation for Speech Synthesis,#ANDREW_COHEN
J954006,Book Reviews_ Machine translation_ An introductory guide,#SUSANNE_HEIZMANN_
J954007,Book Reviews_ The creative process_ A computer model of storytelling and creativity,#KEITH_OATLEY_
J954008,Book Reviews_ Compositional translation ,#BONNIE__DORR_
J954009,Book Reviews_ Speech_to_speech translation_ A massively parallel memory_based approach ,#NIGEL_WARD_
J954010,Book Reviews_ Computational lexical semantics,#PAUL_DEANE_
J954011,Computational phonology_ A constraint_based approach ,#DEIRDRE_WHEELER#BOB_CARPENTER_
J961001,Translating Collocations for Bilingual Lexicons_ A Statistical Approach ,#FRANK_SMADJA#VASILEIOS_HATZIVASSILOGLOU#KATHLEEN_R_MCKEOWN
J961002,A Maximum Entropy Approach to Natural Language Processing,#ADAM_L_BERGERT#VINCENT_J_DELLA_PIETRA#STEPHEN_A_DELLA_PIETRA
J961003,Error_tolerant Finite_state Recognition with Applications to Morphological Analysis and Spelling Correction,#KEMAL_OFLAZER
J961004,From Conceptual Time to Linguistic Time,#MICHEL_GAGNON#GUY_LAPALME
J961005,Book Reviews_ Head_driven Phrase Structure Grammar and German in Head_driven Phrase_structure Grammar,#JEANPIERRE_KOENIG_
J961006,Book Reviews_ Natural Language Processing for Prolog Programmers,#KEN_BARKER#STAN_SZPAKOWICZ_
J961007,Book Reviews_ Logic and Lexicon ,#MASSIMO_POESIO_
J961008,Book Reviews_ Japanese Sentence Processing,#PATRICK_STURT_
J961009,Book Reviews_ Trajectories Through Knowledge Space_ A Dynamic Framework for Machine Comprehension ,#JEANPIERRE_CORRIVEAU_
J962001,Estimating Lexical Priors for Low_Frequency Morphologically Ambiguous Forms,#HARALD_BAAYEN#RICHARD_SPROAT
J962002,DATR_ A Language for Lexical Knowledge Representation,#ROGER_EVANS#GERALD_GAZDAR
J962003,Improving Statistical Language Model Performance with Automatically Generated Word Hierarchies,#JOHN_G_MCMAHON#FRANCIS_J_SMITH
J962004,Squibs and Discussions_ Assessing Agreement on Classification Tasks_ The Kappa Statistic,#JEAN_CARLETTA
J962005,Squibs and Discussions_ Limited Attention and Discourse Structure,#MARILYN_A_WALKER
J962006,Book Reviews_ Time_constrained Memory_ A Reader_based Approach to Text Comprehension,#ARTHUR_C_GRAESSER_
J962007,Book Reviews_ Machine Translation and the Lexicon,#INDERJEET_MANI_
J962008,Book Reviews_ Representing Time in Natural Language_ The Dynamic Interpretation of Tense and Aspect ,#REBECCA_J_PASSONNEAU_
J962011,Letters to the Editor,#ERIC_RISTAD
J963001,Unification Encodings of Grammatical Notations ,#STEPHEN_G_PULMAN
J963002,Machine Learning Comprehension Grammars for Ten Languages,#PATRICK_SUPPES#LIN_LIANG#MICHAEL_BOTTNER
J963003,Efficient Multilingual Phoneme_to_Grapheme Conversion Based on HMM ,#PANAGIOTIS_A_RENTZEPOPOULOS#GEORGE_K_KOKKINAKIS
J963004,A Stochastic Finite_State Word_Segmentation Algorithm for Chinese,#RICHARD_SPROAT#WILLIAM_GALES#CHILIN_SHIH#NANCY_CHANG
J963005,Squibs and Discussions_ Sethood and Situations,#T_E_FORSTER#C_M_ROOD
J963006,Squibs and Discussions_ Toward a Synthesis of Two Accounts of Discourse Structure,#MEGAN_MOSERO#JOHANNA_D_MOORE
J963007,Squibs and Discussions_ A Chart Re_estimation Algorithm for a Probabilistic Recursive Transition Network,#YOUNG_S_HAN#KEYSUN_CHOI
J963008,Book Reviews_ Spoken Natural Language Dialogue Systems_ A Practical Approach,#DAVID_R_TRAUM_
J963009,_Book Reviews_ Electric Words_ Dictionaries_ Computers_ and Meanings _,#ARCHIBALD_MICHIELS_
J963010,Book Reviews_ A Connectionist Language Generator,#GEORGE_BERG_
J963011,_Book Reviews_ Speakers_ Listeners_ and Communication_ Explorations in Discourse Analysis _,#SUSAN_MCROY
J963012,Book Reviews_ Deixis in Narrative_ A Cognitive Science Perspective ,#ANITA_CREMERS_
J964001,The Effects of Lexical Specialization on the Growth Curve of the Vocabulary ,#R_HARALD_BAAYEN
J964002,An Algorithm to Align Words for Historical Comparison,#MICHAEL_A_COVINGTON
J964003,Learning Bias and Phonological_Rule Induction,#DANIEL_GILDEA#DANIEL_JURAFSKY
J964004,A Statistically Emergent Approach for Language Processing_ Application to Modeling Context Effects in Ambiguous Chinese Word Boundary Perception,#KOKWEE_GAN#KIMTENG_LUA#MARTHA_PALMER
J964005,Squibs and Discussions_ Ambiguity_preserving Generation with LFG_ and PATR_style Grammars,#JURGEN_WEDEKIND#RONALD_M_KAPLAN
J964006,Squibs and Discussions_ Integrating General_purpose and Corpus_based Verb Classification,#ROBERTO_BASILI#MARIA_TERESA_PAZIENZA#PAOLA_VELARDI
J964007,Book Reviews_ Intelligent Language Tutors_ Theory Shaping Technology,#CHRIS_BOWERMAN_
J964008,Book Reviews_ Analogical Natural Language Processing ,#JEANPIERRE_CORRIVEAU_
J964009,Book Reviews_ The Generative Lexicon,#J_TERRY_NUTTER_
J971001,Empirical Studies in Discourse,#MARILYN_A_WALKER#JOHANNA_D_MOORE
J971002,The Reliability of a Dialogue Structure Coding Scheme,#JEAN_CARLETTA#STEPHEN_ISARD#ANNE_H_ANDERSON#GWYNETH_DOHERTYSNEDDON#AMY_ISARD#JACQUELINE_C_KOWTKO
J971003,TextTiling_ Segmenting Text into Multi_paragraph Subtopic Passages,#MARTI_A_HEARST
J971004,Developing and Empirically Evaluating Robust Explanation Generators_ The KNIGHT Experiments,#JAMES_C_LESTER#BRUCE_W_PORTER
J971005,Discourse Segmentation by Human and Automated Means,#REBECCA_J_PASSONNEAU#DIANE_J_LITMAN
J971006,Effects of Variable Initiative on Linguistic Behavior in Human_Computer Spoken Natural Language Dialogue,#RONNIE_W_SMITH#STEVEN_A_GORDON
J971007,An Empirical Study on the Generation of Anaphora in Chinese,#CHINGLONG_YEH#CHRIS_MELLISH
J971008,Book Review_ Corpus Processing for Lexical Acquisition,#BRIAN_ULICNY
J972001,Floating Constraints in Lexical Choice,#MICHAEL_ELHADAD#JACQUES_ROBIN#KATHLEEN_MCKEOWN
J972002,Adaptive Multilingual Sentence Boundary Disambiguation,#DAVID_D_PALMER#MARTI_A_HEARST
J972003,Finite_State Transducers in Language and Speech Processing,#MEHRYAR_MOHRI
J972004,A Class_based Approach to Word Alignment,#SUE_J_KER#JASON_S_CHANG
J972005,Squibs and Discussions_ A Delayed Syntactic_Encoding_based LFG Parsing Strategy for an Indian Language_Bangla,#PROBAL_SENGUPTA#B_B_CHAUDHURI
J972006,Book Review_ Dimensions of Register Variation_ A Cross_Linguistic Comparison,#MICHAEL_STUBBS
J973001,A Rule_based Hyphenator for Modern Greek,#THEODORA_I_NOUSSIA
J973002,Stochastic Inversion Transduction Grammars and Bilingual Parsing of Parallel Corpora,#DEKAI_WU
J973003,Automatic Rule Induction for Unknown_Word Guessing,#ANDREI_MIKHEEV
J973004,An Efficient Implementation of the Head_Corner Parser,#GERTJAN_VAN_NOORD
J973005,Squibs and Discussions_ Anaphoric Dependencies in Ellipsis,#ANDREW_KEHLER#STUART_SHIEBERT
J973006,Current Theories of Centering for Pronoun Interpretation_ A Critical Evaluation,#ANDREW_KEHLER
J973007,Book Reviews_ Semantic Ambiguity and Underspecification,#PETER_J_LUDLOW
J973008,Book Reviews_ The Human Semantic Potential_ Spatial Language and Constrained Connectionism,#WHITNEY_TABOR
J973009,Book Reviews_ Text and Corpus Analysis_ Computer_Assisted Studies of Language and Culture,#EDWARD_FINEGAN
J974001,Algorithms for Grapheme_Phoneme Translation for English and French_ Applications for Database Searches and Speech Synthesis,#MICHEL_DIVAY#ANTHONY_J_VITALE
J974002,An Empirical Approach to VP Ellipsis,#DANIEL_HARDT
J974003,A Computational Treatment of Lexical Rules in HPSG as Covariation in Lexical Entries,#W_DETMAR_MEURERS#GUIDO_MINNEN
J974004,Critical Tokenization and its Properties,#JIN_GUO
J974005,Stochastic Attribute_Value Grammars,#STEVEN_P_ABNEY
J974006,Book Reviews_ The Balancing Act_ Combining Symbolic and Statistical Approaches to Language,#TAKENOBU_TOKUNAGA
J974007,Book Reviews_ Industrial Parsing of Software Manuals,#JOHN_CARROLL_
J974008,Book Reviews_ Using Language,#MARILYN_A_WALKER
J974009,Book Reviews_ Type Logical Grammar_ Categorial Logic of Signs Glyn V_ Morrill _Polytechnic University of Catalonia_,#FERNANDO_PEREIRA
J981001,Introduction to the Special Issue on Word Sense Disambiguation_ The State of the Art,#NANCY_IDE#JEAN_VERONIS
J981002,Similarity_based Word Sense Disambiguation,#YAEL_KAROV#SHIMON_EDELMAN
J981003,Topical Clustering of MRD Senses Based on Information Retrieval Techniques,#JEN_NAN_CHEN#JASON_S_CHANG
J981004,Automatic Word Sense Discrimination,#HINRICH_SCHUTZE
J981005,Disambiguating Highly Ambiguous Words,#GEOFFREY_TOWEL#ELLEN_M_VOORHEEST
J981006,Using Corpus Statistics and WordNet Relations for Sense Identification,#CLAUDIA_LEACOCK#GEORGE_A_MILLER#MARTIN_CHODOROW
J981007,Book Reviews_ Parsing with Principles and Classes of Information,#GIORGIO_SATTA_
J981008,Book Reviews_ From Grammar to Science_ New Foundations for General Linguistics,#GEOFFREY_SAMPSON_
J981009,Book Reviews_ Surface Structure and Interpretation,#NORMAN_CREANEY_
J982001,A Corpus_based Investigation of Definite Description Use,#MASSIMO_POESIO#RENATA_VIEIRA
J982002,Generalizing Case Frames Using a Thesaurus and the MDL Principle,#HANG_LI#NAOKI_ABE
J982003,Contextual Grammars as Generative Models of Natural Languages,#SOLOMON_MARCUS#GHEORGHE_PAUN#CARLOS_MARTINVIDE
J982004,New Figures of Merit for Best_First Probabilistic Chart Parsing,#SHARON_A_CARABALLO#EUGENE_CHARNIAK
J982005,Squibs and Discussions_ Estimation of Probabilistic Context_Free Grammars,#ZHIYI_CHI#STUART_GEMAN
J982006,Optimality Theory and the Generative Complexity of Constraint Violability,#ROBERT_FRANK#GIORGIO_SATTA
J982007,Book Reviews_ Corpus_Based Methods in Language and Speech Processing,#REBECCA_BRUCE_
J982008,Book Reviews_ Text Databases_ One Database Model and Several Retrieval Languages,#NANCY_IDE_
J982009,Book Reviews_ An Introduction to Text_to_Speech Synthesis ,#EILEEN_FITZPATRICK_
J982010,Book Reviews_ Linguistic Concepts and Methods in CSCW ,#LEE_HONEYCUTT_
J982011,Book Reviews_ Computational and Conversational Discourse_ Burning Issues_An Interdisciplinary Account ,#ANDREW_KEHTER_
J982012,Book Reviews_ Corpus Linguistics,#JOHN_M_KIRK_
J982013,Book Reviews_ Evaluating Natural Language Processing Systems_ An Analysis and Review ,#SHARON_M_WALTER_
J983001,Introduction to the Special Issue on Natural Language Generation,#ROBERT_DALE#DONIA_SCOTT
J983002,Collaborative Response Generation in Planning Dialogues,#JENNIFER_CHUCARROLL#SANDRA_CARBERRY
J983003,A Generative Perspective on Verb Alternations,#MANFRED_STEDE
J983004,Describing Complex Charts in Natural Language_ A Caption Generation System,#VIBHU_O_MITTA#GIUSEPPE_CARENINI#JOHANNA_D_MOORE#STEVEN_ROTH
J983005,Generating Natural Language Summaries from Multiple On_Line Sources,#DRAGOMIR_R_RADEV#KATHLEEN_R_MCKEOWN
J983006,Squibs and Discussions_ Do the Right Thing___but Expect the Unexpected,#JON_OBERLANDER
J983007,Book Review_ Progress in Speech Synthesis,#BRIONY_WILLIAMS_
J983008,Book Review_ Handbook of Standards and Resources for Spoken Language Systems ,#JAN_P_H_VAN_SANTEN_
J983009,Book Review_ Machine Translation and Translation Theory ,#FRANK_VAN_EYNDE_
J983010,Book Review_ Vygotsky and Cognitive Science_ Language and the Unification of the Social and Computational Mind,#ROSEMARY_LUCKIN_
J984001,A Collaborative Planning Model of Intentional Structure,#KAREN_E_LOCHBAUM
J984002,Selective Sampling for Example_based Word Sense Disambiguation,#ATSUSHI_FUJII#TAKENOBU_TOKUNAGA#KENTARO_INUI#HOZUMI_TANAKA
J984003,Machine Transliteration,#KEVIN_KNIGHT#JONATHAN_GRAEHL
J984004,PCFG Models of Linguistic Tree Representations,#MARK_JOHNSON
J984005,Letter to the Editor_ Clues from the Depth Hypothesis_ A Reply to Geoffrey Sampson_s Review,#VICTOR_H_YNGVE
J984006,Book Reviews_ Finite_State Language Processing,#MARIO_JOSE_CACCAMO#TOMASZ_KOWALTOWSKI
J984007,Book Reviews_ Anaphores temporelles et _in__coherence ,#ALICE_G_B_TER_MEULEN_
J984008,Book Reviews_ Language at Work_ Analyzing Communication Breakdown in the Workplace to Inform Systems Design,#JOHN_F_SOWA_
J984009,Book Reviews_ The Architecture of the Language Faculty ,#SUZANNE_STEVENSON_
J984010,Multilingual Text_to_Speech Synthesis_ The Bell Labs Approach ,#DOUGLAS_OSHAUGHNESSY_
J991001,A Process Model for Recognizing Communicative Acts and Modeling Negotiation Subdialogues,#SANDRA_CARBERRY#LYNN_LAMBERT
J991002,Default Representation in Constraint_based Frameworks,#ALEX_LASCARIDES#ANN_COPESTAKE
J991003,Bitext Maps and Alignment via Pattern Recognition,#I_DAN_MELAMED
J991004,Statistical Properties of Probabilistic Context_Free Grammars,#ZHIYI_CHI
J991005,Book Reviews_ Survey of the State of the Art in Human Language Technology,#VAROL_AKMAN
J991006,Book Reviews_ Exploring Textual Data,#DOUGLAS_BIBER_
J991007,Book Reviews_ Linguistic Databases ,#JORG_TIEDEMANN
J992001,A Methodology for Extending Focusing Frameworks,#LINDA_Z_SURI#JONATHAN_D_DECRISTOFARO#KATHLEEN_F_MCCOY
J992002,Decomposable Modeling in Natural Language Processing,#REBECCA_F_BRUCE#JANYCE_M_WIEBE
J992003,Tree Adjoining Grammars in a Fragment of the Lambek Calculus,#V_MICHELE_ABRUSCI#JACQUELINE_VAUZEILLES#CHRISTOPHE_FOUQUERE
J992004,Supertagging_ An Approach to Almost Parsing,#SRINIVAS_BANGALORE#ARAVIND_K_JOSHI
J992005,Squibs and Discussions_ Aligning Phonetic Segments for Children_s Articulation Assessment,#HAROLD_L_SOMERS
J992006,Semantic_driven Generation with LFG_ and PATR_style Grammars,#JURGEN_WEDEKIND
J992007,Learning Dependencies between Case Frame Slots,#HANG_LI#NAOKI_ABE
J992008,Book Reviews_ WordNet_ An Electronic Lexical Database,#DEKANG_LIN_
J992009,Book Reviews_ Statistical Methods for Speech Recognition,#ERIC_NEUFELD
J992010,Book Reviews_ An Introduction to Corpus Linguistics,#VINCENT_BY_OOI_
J992011,Book Reviews_ Learner English on Computer,#GREG_LESSARD
J993001,Functional Centering Grounding Referential Coherence in Information Structure,#MICHAEL_STRUBE#UDO_HAHN
J993002,The Computational Complexity of the Correct_Prefix Property for TAGs,#MARKJAN_NEDERHOF
J993003,Vector_based Natural Language Call Routing,#JENNIFER_CHUCARROLL#BOB_CARPENTER
J993004,Interpreting and Generating Indirect Answers,#NANCY_GREEN#SANDRA_CARBERRY
J993005,Book Reviews_ Ambiguity Resolution in Language Learning_ Computational and Cognitive Models,#HINRICH_SCHUTZE
J993006,Book Reviews_ Beyond Grammar_ An Experience_based Theory of Language ,#MICHAEL_COLLINS_
J993007,Book Reviews_ Type_Logical Semantics,#STEPHEN_PULMAN
J993008,Book Reviews_ Turning a Bilingual Dictionary into a Lexical_Semantic Database,#CHRISTINE_THIELEN
J993009,Book Reviews_ Processing Metonymy and Metaphor ,#STEPHANE_FERRARI
J993011,Letter to the Editor_ Grammatical Depth_ A Rejoinder ,#GEOFFREY_SAMPSON
J994001,Completeness Conditions for Mixed Strategy Bidirectional Parsing,#GRAEME_RITCHIE
J994002,Lexical Rules in Constraint_based Grammars,#TED_BRISCOE#ANN_COPESTAKE
J994003,_Speech Repairs_ Intonational Phrases_ and Discourse Markers_ Modeling Speakers_ Utterances in Spoken Dialogue_,#PETER_A_HEEMAN#JAMES_F_ALLEN
J994004,Semiring Parsing,#JOSHUA_GOODMAN
J994005,Squibs and Discussions_ Decoding Complexity in Word_Replacement Translation Models,#KEVIN_KNIGHT
J994006,Conceptions of Limited Attention and Discourse Focus,#BARBARA_J_GROSZ#PETER_C_GORDON
J994007,Book Reviews_ Centering Theory in Discourse,#RUSLAN_MITKOV_
J994008,Book Reviews_ EuroWordNet_ A Multilingual Database with Lexical Semantic Networks ,#GRAEME_HIRST_
J994009,Book Reviews_ Philosophy in the Flesh_ The Embodied Mind and its Challenge to Western Thought,#JOHN_F_SOWA_
J994012,Letter to the Editor_ Language Technology for Beginners,#RONALD_A_COLE
M911001,OVERVIEW OF THE THIRD MESSAGE UNDERSTANDING EVALUATION AND CONFERENCE,#BETH_M_SUNDHEIM
M911002,MUC_3 EVALUATION METRICS,#NANCY_CHINCHOR
M911003,COMPARING MUCK_II AND MUC_3_ASSESSING THE DIFFICULTY OF DIFFERENT TASKS,#LYNETTE_HIRSCHMAN
M911004,MUC_3 LINGUISTIC PHENOMENA TEST EXPERIMENT,#NANCY_CHINCHOR
M911005,ADVANCED DECISION SYSTEMS_ CODEX_MUC_3 TEST RESULTS AND ANALYSIS,#LAURA_BLUMER_BALCOM#RICHARD_M_TONG
M911006,BBN PLUM_MUC_3 Test Results and Analysis,#RALPH_WEISCHEDEL#DAMARIS_AYUSO#SEAN_BOISEN#ROBERT_INGRIA#JEFF_PALMUCCI
M911007,GE NLTOOLSET_MUC_3 TEST RESULTS AND ANALYSIS,#GEORGE_KRUPKA#LUCJA_IWARISKA#PAUL_JACOBS#LISA_RAU
M911008,GTE_S TEXT INTERPRETATION AID _TIA__MUC_3 TEST RESULTS AND ANALYSIS,#CHARLES_T_TAYLOR_II
M911009,HUGHES TRAINABLE TEXT SKIMMER_MUC_3 TEST RESULTS AND ANALYSIS,#CHARLES_P_DOLAN#SETH_R_GOLDMAN#THOMAS_V_CUDA#ALAN_M_NAKAMURA
M911010,ITP INTERPRETEXT SYSTEM_MUC_3 TEST RESULTS AND ANALYSIS,#KATHLEEN_DAHLGREN#CAROL_LORD#HAJIME_WADA#JOYCE_MCDOWELL#EDWARD_P_STABLER_JR
M911011,_LANGUAGE SYSTEMS_ INC_MUC_3 TEST RESULTS AND ANALYSIS_,#CHRISTINE_A_MONTGOMERY#BONNIE_GLOVER_STALLS#ROBERT_S_BELVIN#ROBERT_E_STUMBERGER
M911012,MCDONNELL DOUGLAS ELECTRONIC SYSTEMS COMPANY_MUC_3 Test Results and Analysis,#DAVID_DE_HILSTER#AMNON_MEYERS
M911013,NEW YORK UNIVERSITY PROTEUS SYSTEM_MUC_3 TEST RESULTS AND ANALYSIS,#RALPH_GRISHMAN#JOHN_STERLING#CATHERINE_MACLEOD
M911014,PRC PAKTUS_MUC_3 TEST RESULTS AND ANALYSIS,#CHERYL_KARIYA
M911015,SRI INTERNATIONAL_S TACITUS SYSTEM_MUC_3 TEST RESULTS AND ANALYSIS,#JERRY_R_HOBBS
M911016,SYNCHRONETICS_MUC_3 TEST RESULTS AND ANALYSIS,#JAMES_MAYFIELD#EDWIN_ADDISON
M911017,UNISYS_MUC_3 TEST RESULTS AND ANALYSIS,#CARL_WEIR#ROBIN_MCENTIRE#BARRY_SILK#TIM_FININ
M911018,UNIVERSITY OF MASSACHUSETTS_MUC_3 TEST RESULTS AND ANALYSIS,#WENDY_LEHNERT#CLAIRE_CARDIE#DAVID_FISHER#ELLEN_RILOFF#ROBERT_WILLIAMS
M911019,UNL_USL_ MUC_3 TEST RESULTS AND ANALYSIS,#JITENDER_S_DEOGUN#VIJAY_V_RAGHAVAN
M911020,ADVANCED DECISION SYSTEMS_DESCRIPTION OF THE CODEX SYSTEM AS USED FOR MUC_3,#LAURA_BLUMER_BALCOM#RICHARD_M_TONG
M911021,BBN_Descriptionof thePLUMSystem as Used forMUC_3,#RALPH_WEISCHEDEL#DAMARIS_AYUSO#SEAN_BOISEN#ROBERT_INGRIA#JEFF_PALMUCCI
M911022,GE_DESCRIPTION OF THENLTOOLSETSYSTEM AS USED FORMUC_3,#GEORGE_KRUPKA#PAUL_JACOBS#LISA_RAU#LUCJA_IWANSKA
M911023,GTE_ DESCRIPTION OF THE TIA SYSTEM USED FOR MUC_3,#ROBERT_DIETZ
M911024,HUGHES TRAINABLE TEXT SKIMMER_DESCRIPTION OF THE TTS SYSTEM AS USED FOR MUC_3,#CHARLES_P_DOLAN#SETH_R_GOLDMAN#THOMAS_V_CUDA#ALAN_M_NAKAMURA
M911025,ITP_DESCRIPTION OF THE INTERPRETEXT SYSTEMAS USED FOR MUC_3,#KATHLEEN_DAHLGREN#CAROL_LORD#HAJIME_WADA#JOYCE_MCDOWELL#EDWARD_P_STABLER_JR
M911026,_LANGUAGE SYSTEMS_ INC_DESCRIPTION OF THE DBG SYSTEM AS USED FOR MUC_3_,#CHRISTINE_A_MONTGOMERY#BONNIE_GLOVER_STALLS#ROBERT_S_BELVIN#ROBERT_E_STUMBERGER
M911027,MCDONNELL DOUGLAS ELECTRONIC SYSTEMS COMPANY_Description of the INLET System Used for MUC_3,#DAVID_DE_HILSTER#AMNON_MEYERS
M911028,NEW YORK UNIVERSITYDESCRIPTION OF THE PROTEUS SYSTEMAS USED FOR MUC_3,#RALPH_GRISHMAN#JOHN_STERLING#CATHERINE_MACLEOD
M911029,PRC Inc_DESCRIPTION OF THE PAKTUS SYSTEM USED FOR MUC_3,#BRUCE_LOATMAN
M911030,SRI INTERNATIONAL_ DESCRIPTION OF THE TACITUS SYSTEM AS USED FOR MUC_3,#JERRY_R_HOBBS
M911031,SYNCHRONETICS_ DESCRIPTION OF THE SYNCHRONETICS SYSTEM USED FOR MUC_3,#JAMES_MAYFIELD
M911032,UNISYS_DESCRIPTION OF THE UNISYS SYSTEM USED FOR MUC_3,#CARL_WEIR#TIM_FININ#ROBIN_MCENTIRE#BARRY_SILK
M911033,UNIVERSITY OF MASSACHUSETTS_ DESCRIPTION OF THE CIRCUS SYSTEM AS USED FOR MUC_3,#WENDY_LEHNERT#CLAIRE_CARDIE#DAVID_FISHER#ELLEN_RILOFF#ROBERT_WILLIAMS
M911034,DESCRIPTION OF THE UNL_USL SYSTEM USEDFOR MUC_3,#JITENDER_S_DEOGUN#VIJAY_V_RAGHAVAN
M911035,Data Extraction as Text Categorization_ An Experiment With the MUC_3 Corpus,#DAVID_D_LEWIS
M911036,COMPUTATIONAL ASPECTS OF DISCOURSE INTHE CONTEXT OF MUC_3,#LUCJA_IWANSKA#DOUGLAS_APPELT#DAMARIS_AYUSO#KATHY_DAHLGREN#BONNIE_GLOVER_STALLS#RALPH_GRISHMAN#GEORGE_KRUPKA#CHRISTINE_MONTGOMERY#ELLEN_RILOFF
M921001,OVERVIEW OF THE FOURTH MESSAGE UNDERSTANDINGEVALUATION AND CONFERENCE,#BETH_M_SUNDHEIM
M921002,MUC_4 EVALUATION METRICS,#NANCY_CHINCHOR_PHD
M921003,THE STATISTICAL SIGNIFICANCE OF THE MUC_4 RESULTS,#NANCY_CHINCHOR_PHD
