PID,TITLE,AUTHORS
W980308,Linguistic ways for expressing a discourse relation in a lexicalized text generation system,#LAURENCE_DANLOS_TALANA
W980309,Similarity and contrast relations and inductive rules,#ALISTAIR_KNOTT
W980310,Temporal Discourse Markers and the Flow of Events,#FRANK_SCHILDER
W980311,Some Exotic Discourse Markers of Spoken Dialog,#NIGEL_WARD
W980312,Lexical Marking and the Recovery of Discourse Structure,#KATHLEEN_DAHLGREN
W980313,Discourse Relations versus Discourse Marker Relations,#JACQUES_JAYEZ#CORINNE_ROSSARI
W980314,Signalling in written text_ a corpus_based approach,#MARIEPAULE_PERYWOODLEY
W980315,Anchoring a Lexicalized Tree_Adjoining Grammar for Discourse,#BONNIE_LYNN_WEBBER#ARAVIND_K_JOSHI
W980316,Discourse Markers in Spontaneous Dialogue_ A Corpus based study of Japanese and English,#MASAHITO_KAWAMORI#TAKESHI_KAWABATA#AKIRA_SHIMAZU
W980317,Cue Phrase Selection in Instruction Dialogue Using Machine Learning,#YUKIKO_I_NAKANO#TSUNEAKI_KATO
W980318,Automatic Disambiguation of Discourse Particles,#KERSTIN_FISCHER#HANS_BRANDTPOOK
W980319,_Lexical_ Prosodic_ and Syntactic Cues for Dialog Acts_,#DANIEL_JURAFSKY#ELIZABETH_SHRIBERG#BARBARA_FOX#TRACI_CURL
W980501,Towards an implelnentable dependency grammar,#TIMO_JSRVINEN#PASI_TAPANAINEN
W980502,Unit Coordination and Gapping in Dependency Theory,#VINCENZO_LOMBARDO_AND_LEONARDO_LESMO
W980503,Two Useful Measures of Word Order Complexity,#TOMAS_HOLAN#VLADISLAV_KUBON#KAREL_OLIVA#MARTIN_PLATEK
W980504,How to define a context_free backbone for DGs_ Implementing a DG in the LFG formalism,#NORBERT_BROKER
W980505,Types of syntagmatic grammatical relations and their representation,#ELKE_TEICH
W980506,Movement rules revisited,#EVA_HAJICOVA
W980507,Integration of syntactic and lexical information in a hierarchical dependency grammar,#CRISTINA_BARBERO#LEONARDO_LESMO_#VINCENZO_LOMBARDO
W980508,On Parsing Binary Dependency Structures Deterministically in Linear Time,#HARRI_ARNOLA
W980509,Decision Procedures for Dependency Parsing Using Graded Constraints,#WOLFGANG_MENZEL#INGO_SCHRODER
W980510,A Case Study in Implementing Dependency_Based Grammars,#MARIE_BOURDON#LYNE_DA_SYLVA#MICHEL_GAGNON#ALMA_KHARRAT#SONJA_KNOLL#ANNA_MACLACHLAN
W980511,Parsing with Dependency Relations and Robust Parsing,#JACQUES_COURTIN#DAMIEN_GENTHIAL
W980512,Complements and Adjuncts in Dependency Grammar Parsing Emulated by a Constrained Context_Free Grammar,#TOM_BY_LAI#CHANGUING_HUANG
W980513,AN ANNOTATED CORPUS IN JAPANESE USING TESNIERE_S STRUCTURAL SYNTAX,#YVES_LEPAGE#ANDO_SHINICHIT#AKAMINE_SUSUMU#IIDA_HITOSHI
W980601,The representation of syntactically unexpressed complements to Nouns,#RALF_NAUMANN
W980602,_A Dynamic Temporal Logic of Events_ Intervals and States for Nominalization in Natural Language _,#RAFT_NAUMANN
W980603,Representation and Processing of Chinese Nominals and Compounds ,#EVELYNE_VIEGAS#WANYING_JIN#RON_DOLAN#STEPHEN_BEALE
W980604,Using NOMLEX to Produce Nominalization Patterns for Information Extraction,#ADAM_MEYERS#CATHERINE_MACLEOD#ROMAN_YANGARBER#RALPH_GRISHMAN#LESLIE_BARRETT#RUTH_REEVES
W980605,_Construction of Japanese Nominal Semantic Dictionary using __A NO B__ Phrases in Corpora_,#SADAO_KUROHASHI#MASAKI_MURATA#YASUNORI_YATA#MITSUNOBU_SHIMADA#MAKOTO_NAGAO
W980606,The treatment of noun phrase queries in a natural language database access system ,#ALEXANDRA_KLEIN#JOHANNES_MATIASEK_#HARALD_TROST
W980607,Integrating Referring and Informing in NP Planning ,#MICHAEL_ODONNELL#HUA_CHENG#JANET_HITZEMAN
W980608,Coreference in Knowledge Editing ,#KEES_VAN_DEEMTER#RICHARD_POWER
W980609,Automatic Collection and Analysis of GermanCompounds,#JOHN_GOLDSMITH#TOM_REUTTER
W980610,SIMPLEX NPS CLUSTERED BY HEAD_ A METHOD FOR IDENTIFYING SIGNIFICANT TOPICS WITHIN A DOCUMENT,#NINA_WACHOLDER
W980611,Tools for locating noun phrases with finite state transducers,#JEAN_SENELLART
W980612,Exemplar_Based Sense Modulation ,#MOHSEN_RAISGHASEM#JEANPIERRE_CORRIVEAU
W980613,Nominal Metonymy Processing,#BOYAN_ONYSHKEVYCH
W980614,The Role of Cardinality in Metonymic Extensions to Nouns,#HELMUT_HORACEK
W980701,General Word Sense Disambiguation Method Based on a Full Sentential Context ,#JIRI_STETINA#SADAO_KUROHASHI#MAKOTO_NAGAO
W980702,Disambiguating Verbs with the WordNet Category of the Direct Object ,#ERIC_V_SIEGEL
W980703,Word Sense Disambiguation based on Semantic Density,#RADA_MIHALCEA#DAN_I_MOLDOVAN
W980704,The Use of WordNet in Information Retrieval,#RILA_MANDALA#TOKUNAGA_TAKENOBU#TANAKA_HOZUMI
W980705,Indexing with WordNet synsets can improve text retrieval,#JULIO_GONZALO#FELISA_VERDEJO#IRINA_CHUGUR#JUAN_CIGARRAN
W980706,Text Classification Using WordNet Hypernyms ,#SAM_SCOTT#STAN_MATWIN
W980707,Towards a Representation of Idioms in WordNet,#CHRISTIANE_FELLBAUM_
W980708,Linking WordNet Verb Classes to Semantic Interpretation ,#FERNANDO_GOMEZ_
W980709,Using WordNet for Building WordNets,#XAVIER_FARRERES#_GERMAN_RIGAU#HORACIO_RODFFGUEZ
W980710,Aligning WordNet with Additional Lexical Resources ,#OI_YEE_KWONG
W980711,Automatic Adaptation of WordNet to Sublanguages and to Computational Tasks ,#ROBERTO_BASILI#ALESSANDRO_CUCCHIARELLI#CARLO_CONSOLI#MARIA_TERESA_PAZIENZA#PAOLA_VELARDI
W980712,Augmenting WordNet_like lexical resources with distributional evidence_ An application_oriented perspective,#SIMONETTA_MONTEMAGNI#VITO_PIRRELLI
W980713,Lexical Acquisition with WordNet and the Mikrokosmos Ontology ,#TOM_OHARA#KAVI_MAHESH#SERGEI_NIRENBURG
W980714,Algorithms for Ontological Mediation ,#ALISTAIR_E_CAMPBELL_#STUART_C_SHAPIRO
W980715,Semi_automatic Induction of Systematic Polysemy from WordNet,#NORIKO_TOMURO
W980716,A Comparison of WordNet and Roget_s Taxonomy for Measuring Semantic Similarity ,#MICHAEL_L_MC_HALE_
W980717,Incorporating Knowledge in Natural Language Learning_ A Case Study ,#YUVAL_KRYMOLOWSKI#DAN_ROTH
W980718,Usage of WordNet in Natural Language Generation ,#HONGYAN_JING
W980719,Lexical Discovery with an Enriched Semantic Network ,#DOUG_BEEFERMAN
W980720,Deriving Metonymic Coercions from WordNet,#SANDA_M_HARABAGIU
W980801,Recognition of spontaneous speech,#PETER_STUBLEY
W980802,Towards Multimodal Spoken Language Corpora_ TransTool and SyncTool ,#JOAKIM_NIVRE#JENS_ALLWOOD#JENNY_HOLM#DARIO_LOPEZKASTEN
W980803,Speech Annotation by Multi_sensory Recording ,#ROBERT_LUK
W980804,_Grapheme_to_phoneme transcription rules for Spanish_ with application to automatic speech recognition and synthesis_,#PATRIZIA_BONAVENTURA#FABIO_GIULIANI#JUAN_MARIA_GARRIDO#ISABEL_ORTIN
W980805,The value of minimal prosodic information in spoken language corpora,#CAROLINE_LYON#JILL_HEWITT
W980901,Generating Interlanguage Syllabification in Optimality Theory,#HYOUKKEUN_KIM
W980902,Computing Declarative Prosodic Morphology ,#MARKUS_WALTHER
W980903,Three Formal Extensions to Primitive Optimality Theory,#DANIEL_M_ALBRO
W980904,Optimal Morphology,#JOCHEN_TROMMER
W980905,An Approach to the Automatic Acquisition of Phonotactic Constraints,#ANJA_BELZ
W980906,Loanword formation_ a neural network approach ,#ALAN_D_BLAIR#JOHN_INGRAM
W981001,Discovering Lexical Information by Tagging Arabic Newspaper Text ,#SALEEM_ABULEIL#MARTHA_EVENS
W981002,_TAGARAB_ A Fast_ Accurate Arabic Name Recognizer Using High_Precision Morphological Analysis _,#JOHN_MALONEY#MICHAEL_NIV
W981003,Etiquetage grammatical de l_arabe voyelle ou non ,#FATHI_DEBILI#EMNA_SOUSSI
W981004,Finite State Automata and Arabic Writing,#MICHEL_FANTON
W981005,Translating Names and Technical Terms in Arabic Text,#BONNIE_GLOVER#KEVIN_KNIGHT
W981006,Voyellation automatique de l_arabe,#FATHI_DEBILI#HADHEMI_ACHOUR
W981007,Arabic Morphology Using Only Finite_State Operations,#KENNETH_R_BEESLEY
W981008,Paradigmatic Treatment of Arabic Morphology,#MARTINE_SMETS
W981009,A Computational Morphology System for Arabic,#RIYAD_ALSHALABI#MARTHA_EVENS
W981010,A Morphological Analyzer for Akkadian Verbal Forms with a Model of Phonetic Transformations,#FRANCOIS_BARTHELEMY
W981011,Towards a linguistically motivated computational grammar for Hebrew,#SHULY_WINTNER
W981012,Generating Determiners and Quantifiers in Hebrew,#YAEL_DAHAN_NETZER#MICHAEL_ELHADAD
W981013,Maltilex_ A Computational Lexicon for Maltese,#M_ROSNER#J_CARUANA#R_FABRI
W981014,RULE BASED LEXICAL ANALYSIS OF  MALTESE,#PAUL_MICALLEF
W981015,A New Pattern Matching Approach to the Recognition of Printed Arabic,#ALI_M_OBAID
W981101,Bayesian Stratified Sampling to Assess Corpus Utility,#JUDITH_HOCHBERG#CLINT_SCOVEL#TIMOTHY_THOMAS#SAM_HALL
W981102,Encoding Linguistic Corpora,#NANCY_ID
W981103,Using a Probabilistic Translation Model for Cross_Language Information Retrieval,#JIANYUN_NIE#PIERRE_ISABELLE#GEORGE_FOSTER
W981104,Using Suffix Arrays to Compute Term Frequency and Document Frequency for All Substrings in a Corpus,#MIKIO_YAMAMOTO#KENNETH_W_CHURCH
W981105,Semantic Tagging using a Probabilistic Context Free Grammar,#MICHAEL_COLLINS#SCOTT_MILLER
W981106,An Empirical Approach to Conceptual Case Frame Acquisition,#ELLEN_RILOFF#MARK_SCHMELZENBACH
W981107,Semantic Lexicon Acquisition for Learning Natural Language Interfaces,#CYNTHIA_A_THOMPSON#RAYMOND_J_MOONEY
W981108,The Effect of Topological Structure on Hierarchical Text Categorization,#STEPHEN_DALESSIO#KEITH_MURRAY#ROBERT_SCHIAFFINO#AARON_KERSHENBAUM
W981109,Refining the Automatic Identification of Conceptual Relations in Large_scale Corpora ,#ALEX_COLLIER#MIKE_PACEY#ANTOINETTE_RENOUF
W981110,Generalized unknown morpheme guessing for hybrid POS tagging of Korean,#JEONGWON_CHA#GEUNBAE_LEE#JONGHYEOK_LEE
W981111,Language Identification With Confidence Limits ,#DAVID_ELWORTHY_
W981112,Aligning tagged bitexts ,#RAQUEL_MARTINEZ#JOSEBA_ABAITUA#ARANTZA_CASILLAS
W981113,Towards Unsupervised Extraction of Verb Paradigms from Large Corpora ,#CORNELIA_H_PARKES#ALEXANDER_M_MALEK#MITCHELL_P_MARCUS
W981114,Can Subcategorisation Probabilities Help a Statistical Parser,#JOHN_CARROLL#GUIDO_MINNEN#TED_BRISCOE
W981115,Edge_Based Best_First Chart Parsing,#EUGENE_CHARNIAK_#SHARON_GOLDWATER_#MARK_JOHNSON
W981116,What grammars tell us about corpora_ the case of reduced relative clauses,#PAOLA_MERLO_#SUZANNE_STEVENSON
W981117,A Maximum_Entropy Partial Parser for Unrestricted Text ,#WOJCIECH_SKUT_#THORSTEN_BRANTS_
W981118,Exploiting Diverse Knowledge Sources via Maximum Entropy in Named Entity Recognition,#ANDREW_BORTHWICK#JOHN_STERLING#EUGENE_AGICHTEIN#RALPH_GRISHMAN
W981119,A Statistical Approach to Anaphora Resolution ,#NIYU_GE#JOHN_HALE_#EUGENE_CHARNIAK
W981120,A Decision Tree Method for Finding and Classifying Names in Japanese Texts,#SATOSHI_SEKINE#RALPH_GRISHMAN_#HIROYUKI_SHINNOU
W981121,POS Tagging versus Classes in Language Modeling ,#PETER_A_HEEMAN
W981122,Automatic Acquisition of Phrase Grammars for Stochastic Language Modeling,#GIUSEPPE_RICCARDI#SRINIVAS_BANGALORE
W981123,Linear Segmentation and Segment Significance,#MINYEN_KAN#JUDITH_L_KLAVANS#KATHLEEN_R_MCKEOWN
W981124,Improving summarization through rhetorical parsing tuning,#DANIEL_MARC
W981125,Discourse Parsing_ A Decision Tree Approach,#TADASHI_NOMOTO#YUJI_MATSUMOTO
W981126,Mapping Collocational Properties into Machine Learning Features,#JANYCE_M_WIEBET#KENNETH_J_MCKEEVER#REBECCA_F_BRUCE
W981201,ABSTRACTION IS HARMFUL IN LANGUAGE LEARNING,#WALTER_DAELEMANS
W981202,Natural Language Learning by Recurrent Neural Networks_ A Comparison wRh probabilistic approaches,#MICHAEL_TOWSEY#JOACHIM_DIEDERICH#LNGO_SCHELLHAMMER#STEPHAN_CHALUP#CLAUDIA_BRUGMAN
W981203,Learning a Lexicalized Grammar for German,#SANDRA_KUBLER
W981204,A Lexically_Intensive Algorithm for Domain_Specific Knowlegde Acquisition,#RENE_SCHNEIDER
W981205,Look_Back and Look_Ahead in the Conversion of Hidden Markov Models into Finite State Transducers,#ANDRD_KEMPE
W981206,The effect of alternative tree epresentatmns on tree bank grammars,#MARK_JOHNSON
W981207,Automation of Treebank Annotation,#THORSTEN_BRANTS#WOJCIECH_SKUT
W981208,Implementing a Sense Tagger in a General Architecture for Text Engineering,#HAMISH_CUNNINGHAM#MARK_STEVENSON#YORICK_WILKS
W981209,Knowledge Extraction and Recurrent Neural Networks_ An Analysis of an Elman Network trained on a Natural Language Learning Task,#INGO_SCHELLHAMMER#JOACHIM_DIEDERICH#MICHAEL_TOWSEY#CLAUDIA_BRUGMAN
W981210,Finding Structure via Compression,#JASON_L_HUTCHENS#MICHAEL_D_ALDER
W981211,Linguistic Theory in Statistical Language Learning,#CHRISTER_SAMUELSSON
W981212,A Bayesian Approach to Automating Argumentation,#RICHARD_MCCONACHY#KEVIN_B_KORB#INGRID_ZUKERMAN
W981213,Automatically generating hypertext in newspaper articles by computing semantic relatedness,#STEPHEN_J_GREEN
W981214,CHOOSING  A DISTANCE METRIC FOR AUTOMATIC WORD CATEGORIZATION,#EMIN_ERKAN_KORKMAZ#GOKTURK_UCOLUK_
W981215,Sense Variation and Lexical Semantics Generative Operations,#PATRICK_SAINTDIZIER
W981216,An Attempt to Use Weighted Cusums to Identify Sublanguages,#HAROLD_SOMERS
W981217,Cross_Entropy and Linguistic Typology,#PATRICK_JUOLA
W981218,Applications and Explanations of Zipf_s Law,#DAVID_M_W_POWER
W981219,Proper Name Classification in an Information Extraction Toolset,#EDMUND_YUEN#GREG_CHASE
W981220,Evolution and Evaluation of Document Retrieval Queries,#ROBERT_STEELE#DAVID_POWERS
W981221,Generatlon of Simple Turkish Sentences with Systemic_Functional Grammar,#ILYAS_CICEKLI#TURGAY_KORKRMAZ
W981222,Extracting Phoneme Pronunciation Information from Corpora,#IAN_THOMAS#INGRID_ZUKERMAN#BHAVANI_RASKUTTI
W981223,Modularity in Inductively_Learned Word Pronunciation Systems,#ANTAL_VAN_DEN_BOSCH#TON_WEIJTERS#WALTER_DAELEMANS
W981224,Do Not Forget_ Full Memory in Memory_Based Learning of Word Pronunciation,#ANTAL_VAN_DEN_BOSCH#WALTER_DAELEMANS
W981225,Natural Language Concept Analysis,#VERA_KAMPHUIS#JANOS_SARBO
W981226,The Present Use of Statistics in the Evaluation of NLP Parsers,#JENTWISLE#D_M_W_POWERS
W981227,A Method of Incorporating Bigram Constraints into an LR Table and Its Effectiveness in Natural Language Processing,#HIROKI_IMAI#_HOZUMI_TANAKA
W981228,Selective Attention and the Acquisition of Spatial Semantics,#JAMES_M_HOGAN#JOACHIM_DIEDERICH#GERARD_D_FINN
W981229,Towards Language Acquisition by an Attention_Sharing Robot,#HIDEKI_KOZIMA#AKIRA_ITO
W981230,A Constructivist Approach to Machine Translation,#MICHAEL_CARL
W981231,Shallow Post Morphological Processing with KURD,#MICHAEL_CARL#ANTJE_SCHMIDTWIGGER
W981232,Induction of a Stem Lexicon for Two_level Morphological Analysis,#ERIKA_F_DE_LIMA
W981233,Introducing MegaHAL,#JASON_L_HUTCHENS#MICHAEL_D_ALDER
W981234,Methods and tricks used in an attempt to pass the Turing Test,#VBASTIN#DCORDIER
W981235,The Total Turing Test and the Loebner Prize,#DAVID_M_W_POWERS
W981236,Language Model and Sentence Structure Manipulations for Natural Language Application Systems,#ZENSHIRO_KAWASAKI#KEIJI_TAKIDA#MASATO_TAJIMA
W981237,Position Paper on Appropriate Audio_Visual Turing Test,#BRADLEY_B_CUSTER
W981238,Learning Feature_Value Grammars from Plain Text,#TONY_C_SMITH
W981239,Morphemes as Necessary Concept for Structures Discovery from Untagged Corpora,#HERVE_DEJEAN
W981240,The segmentation problem in morphology learning,#CHRISTOPHER_D_MANNING
W981241,_Reconciliation of Unsupervised Clustering_ Segmentation and Cohesion_,#DAVID_M_W_POWERS
W981242,Syntactico_Semantic Learning of Categorial Grammars,#ISABEILE_TELLIER
W981301,The Proper Treatment of Optimality in Computational Phonology ,#LAURI_KARTTUNEN
W981302,Context_Free Parsing through Regular Approximation ,#MARKJAN_NEDERHOF
W981303,Does tagging help parsing_ A case study on finite state parsing ,#ATRO_VOUTFLAINEN_
W981304,Robust Parsing Using a Hidden Markov Model,#WIDE_R_HOGENHOUT#YUJI_MATSUMOTO
W981305,Incremental Construction of Minimal Acyclic Finite State Automata and Transducers ,#JAN_DACIUK#BRUCE_W_WATSON#RICHARD_E_WATSON
W981306,Treatment of e_Moves in Subset Construction ,#GERTJAN_VAN_NOORD
W981307,Learning Finite_State Models for Language Understanding,#DAVID_PICO#ENRIQUE_VIDAL
W981308,A Multilingual Natural_Language Interface to Regular Expressions,#AARNE_RANTA
W981309,Implementing Voting Constraints with Finite State Transducers ,#KEMAL_OFLAZER#GOKHAN_TUR
W981310,_Feature Structures_ Unification and Finite_State Transducers _,#REMI_ZAJAC_
W981311,Using Genericity to Create Cutomizable Finite_State Tools ,#SANDRO_PEDRAZZINI#MARCUS_HOFFMANN
W981312,Constraining Separated Morphotactic Dependencies in Finite_State Grammars ,#KENNETH_R_BEESLEY
W981401,Natural Language Generation Journeys to Interactive 3D Worlds Invited Talk Extended Abstract ,#JAMES_C_LESTER#WILLIAM_H_BARES#CHARLES_B_CALLAWAY#STUART_G_TOWNS
W981402,COMMUNICATIVE GOAL_DRIVEN NL GENERATION AND DATA_DRIVEN GRAPHICS GENERATION_ AN ARCHITECTURAL SYNTHESIS FOR MULTIMEDIA PAGE GENERATION ,#JOHN_BATEMAN#THOMAS_KAMPS#JORG_KLEINZ#KLAUS_REICHENBERGER
W981403,A PRINCIPLED REPRESENTATION OF ATTRIBUTIVE DESCRIPTIONS FOR GENERATING INTEGRATED TEXT AND INFORMATION GRAPHICS PRESENTATIONS,#NANCY_GREEN#GIUSEPPE_CARENINI#JOHANNA_MOORE
W981404,AN ARCHITECTURE FOR OPPORTUNISTIC TEXT GENERATION ,#CHRIS_MELLISH#MICK_ODONNEL#JON_OBERLANDER#ALISTAIR_KNOTT
W981405,Controlled Realization of Complex Objects ,#DAVID_D_MCDONALD
W981406,De_Constraining Text Generation ,#STEPHEN_BEALE#SERGEI_NIRENBURG#EVELYNE_VIEGAST#LEO_WANNER
W981407,AUTOMATIC GENERATION OF SUBWAY DIRECTIONS_ SALIENCE GRADATION AS A FACTOR FORDETERMINING MESSAGE AND FORM ,#LIDIA_FRACZAK_#GUY_LAPALME_#MICHAEL_ZOCK
W981408,INTRODUCING MAXIMAL VARIATION IN TEXT PLANNING FOR SMALL DOMAINS,#ERWIN_MARSI
W981409,A NEW APPROACH TO EXPERT SYSTEM EXPLANATIONS ,#REGINA_BARZILAY#DARYL_MCCULLOUGH#OWEN_RAMBOW#JONATHAN_DECRISTOFARO#TANYA_KORELSKY#BENOIT_LAVOIE
W981410,Macroplanning with a Cognitive Architecture for the Adaptive Explanation of Proofs ,#ARMIN_FIEDLER
W981411,EXPERIMENTS USING STOCHASTIC SEARCH FOR TEXT PLANNING ,#CHRIS_MELLISH#ALISTAIR_KNOTT#JON_OBERLANDER#MICK_ODONNELL
W981412,ABDUCTIVE REASONING FOR SYNTACTIC REALIZATION_ ,#RALF_KLABUNDE#MARTIN_JANSCHE
W981413,GENERATING WARNING INSTRUCTIONS BY PLANNING ACCIDENTS AND INJURIES,#DANIEL_ANSARI#GRAEME_HIRST
W981414,DISCOURSE MARKER CHOICE IN SENTENCE PLANNING ,#BRIGITTE_GROTE#MANFRED_STEDE
W981415,Clause Aggregation Using Linguistic Knowledge,#JAMES_SHAW
W981416,ATTENTION DURING ARGUMENT GENERATION AND PRESENTATION,#INGRID_ZUKERMAN#RICHARD_MCCONACHY#KEVIN_B_KORB
W981417,PLANNING DIALOGUE CONTRIBUTIONS WITH NEW INFORMATION,#KRISTIINA_JOKINEN#HIDEKI_TANAKA#AKIO_YOKOO_
W981418,GENERATION OF NOUN COMPOUNDS IN HEBREW_ CAN SYNTACTIC KNOWLEDGE BE FULLY ENCAPSULATED_ ,#YAEL_DAHAN_NETZER#MICHAEL_ELHADAD
W981419,TEXTUAL ECONOMY THROUGH CLOSE COUPLING OF SYNTAX AND SEMANTICS,#MATTHEW_STONE#BONNIE_WEBBER
W981420,A Language_Independent System for Generating Feature Structures from Interlingua Representations ,#MURAT_TEMIZSOY#ILYAS_CICEKLI
W981421,Towards Multilingual Protocol Generation For Spontaneous Speech Dialogues,#JAN_ALEXANDERSSON#PETER_POLLER
